179,254,2
179,3041,2
179,134,2
179,149,2
179,184,2
254,3274,1
254,324,1
254,1105,1
254,3041,2
254,2636,1
254,1171,1
254,3042,2
254,452,2
254,683,2
254,801,1
254,152,2
254,3047,1
254,144,2
254,634,2
254,1084,1
254,989,2
254,737,1
254,914,2
254,671,2
254,56,2
254,607,1
254,6506,2
254,2272,1
254,1418,1
254,97,1
254,781,2
254,20,2
254,791,1
254,102,2
254,1984,1
254,1535,2
254,254,2
254,3048,1
254,743,2
254,797,2
254,960,2
254,80,2
254,482,2
254,3195,2
254,917,2
254,454,1
254,508,2
254,110,2
3274,156,1
3274,3274,1
3274,452,1
3274,2718,1
3274,28,1
3274,512,1
3274,915,1
3274,982,1
3274,152,1
1105,262,1
3041,1084,1
3041,6506,2
3041,20,2
3041,3041,2
3041,743,2
3041,28,2
3041,6669,2
3041,1108,1
3041,482,2
3041,66,2
3041,97,1
3041,98,1
3041,102,2
3041,240,1
3041,55,2
3041,127,1
3041,253,2
3041,3841,1
3041,5563,1
3041,495,1
3041,508,2
3041,607,1
3041,613,1
3041,467,2
3041,791,1
3041,804,1
3041,811,1
3041,569,2
3041,836,2
3041,454,1
3041,192,1
3041,152,2
3041,32,2
3041,114,1
3041,138,2
3041,374,1
3041,113,2
3041,881,2
3041,729,1
3041,86,1
3041,1116,1
3041,110,2
3041,212,2
3041,634,2
3041,2472,1
3041,1294,1
3041,1366,1
3041,204,2
3041,155,1
3041,1503,1
3041,1523,1
3041,973,1
3041,4878,2
3041,184,2
3041,570,2
3041,1203,1
3041,1645,1
3041,1093,2
3041,914,2
3041,1456,1
3041,868,1
3041,6263,2
3041,190,1
3041,546,2
3041,1131,2
3041,2110,1
3041,2143,1
3041,951,1
3041,2266,2
3041,2272,1
3041,2274,1
3041,682,2
3041,134,2
3041,118,1
3041,471,1
3041,262,2
3041,2401,1
3041,1000,1
3041,2467,1
3041,394,2
3041,844,1
3041,679,1
3041,621,2
3041,1256,1
3041,925,1
3041,244,2
3041,629,1
3041,170,1
3041,971,2
3041,2239,1
3041,3105,1
3041,3109,1
3041,516,2
3041,3193,1
3041,2107,1
3041,69,2
3041,1434,1
3041,2998,1
3041,723,2
3041,955,2
3041,5810,2
3041,5400,1
3041,128,1
3041,2722,2
3041,85,2
3041,941,1
3041,6609,1
3041,2987,1
3041,198,1
3041,6907,1
3041,628,1
3041,458,1
3041,938,2
3041,475,1
3041,879,1
3041,2124,1
3041,1110,2
3041,54,2
3041,999,1
3041,6973,1
3041,2443,2
3041,985,2
3041,2061,2
3041,6418,1
3041,4104,1
3041,3025,1
3041,907,1
3041,3203,1
3041,7043,1
3041,6894,2
3041,432,2
3041,1192,1
3041,300,2
3041,1984,1
3041,1369,1
3041,96,2
3041,1731,2
3041,122,2
3041,3392,1
3041,5685,1
3041,3906,1
3041,5785,2
3041,3065,1
3041,536,1
3041,2391,2
3041,56,2
3041,4,2
3041,27,2
3041,1406,1
3041,2067,1
3041,1024,2
3041,3511,1
3041,3365,2
3041,799,2
3041,4711,1
3041,3093,1
3041,889,1
3041,2316,1
3041,969,2
3041,3117,2
3041,6700,1
3041,6939,1
3041,7376,1
3041,6395,1
3041,3307,1
3041,7386,1
3041,229,1
3041,6638,1
3041,2754,2
3041,1193,1
3041,738,2
3041,554,1
3041,6984,1
3041,3708,1
3041,964,2
3041,7398,1
3041,153,2
3041,507,1
3041,7369,1
3041,2850,1
3041,133,1
3041,2708,2
3041,882,2
3041,720,2
3041,7385,1
3041,461,1
3041,363,2
3041,1742,1
3041,1925,1
3041,206,2
3041,3641,1
3041,6362,1
3041,781,2
3041,49,1
3041,2718,2
3041,1113,2
3041,7116,1
3041,4338,2
3041,963,2
3041,6454,1
3041,1737,2
3041,1350,2
3041,1627,1
3042,955,2
3042,621,2
3042,2718,2
3042,6943,2
3042,262,2
3042,212,2
3042,3042,2
452,452,2
452,837,2
452,482,2
452,102,2
452,5563,1
452,1456,1
452,1084,1
452,2274,1
452,262,2
452,2467,1
452,244,2
452,682,2
452,97,1
452,3193,1
452,212,2
452,66,2
452,3025,1
452,1731,2
452,5785,2
452,2391,2
452,4,2
452,458,1
452,882,2
452,7385,1
452,96,2
452,3641,1
452,6362,1
452,1601,2
452,2119,1
452,2337,1
452,743,2
452,1535,2
452,1199,1
452,915,2
452,184,2
452,1011,2
452,154,2
452,383,1
452,45,1
452,54,2
452,1113,2
452,145,2
452,6488,1
452,964,2
452,6516,2
452,3511,1
452,118,1
452,136,2
452,3365,2
452,729,1
452,7104,1
452,363,2
452,6238,1
452,4403,2
452,986,1
452,6965,1
452,6828,1
452,2708,2
452,970,1
452,941,1
452,767,1
452,27,2
452,56,2
452,156,2
452,138,2
452,960,2
452,283,1
452,348,1
452,975,1
452,512,2
452,181,1
452,105,1
452,2898,2
452,800,2
452,3824,1
452,2291,2
452,727,2
452,1786,1
452,1159,1
452,801,1
452,973,1
452,870,1
452,42,2
452,881,2
452,720,2
452,2469,1
452,377,1
452,1867,1
452,252,1
452,6617,1
452,6894,2
452,3219,1
452,69,2
452,1327,1
452,3444,1
452,922,1
452,764,1
452,219,1
452,1973,1
452,891,1
452,2011,1
452,259,1
452,636,1
452,415,1
452,1378,1
452,300,2
452,1956,2
452,784,1
452,1350,2
452,3584,1
452,31,1
452,3237,1
452,191,1
452,1844,1
452,1112,1
452,1550,2
452,112,1
452,3258,1
452,152,2
452,1742,1
